Order_ID,Ship_Mode,Ship_Date,Ship_id
48961,REGULAR AIR,2009-07-23,3811
48961,EXPRESS AIR,2009-07-23,3812
49350,REGULAR AIR,2012-08-24,3813
49505,REGULAR AIR,2009-01-23,3814
49505,EXPRESS AIR,2009-01-22,3815
49797,REGULAR AIR,2011-03-09,3816
49797,EXPRESS AIR,2011-03-09,3817
50017,REGULAR AIR,2012-11-22,3818
50017,REGULAR AIR,2012-11-20,3819
50051,EXPRESS AIR,2009-10-04,3820
50083,DELIVERY TRUCK,2011-04-10,3821
50307,REGULAR AIR,2010-10-15,3822
50307,EXPRESS AIR,2010-10-17,3823
50663,EXPRESS AIR,2010-11-10,3824
50917,REGULAR AIR,2009-07-25,3825
50981,REGULAR AIR,2009-08-04,3826
51140,REGULAR AIR,2012-09-14,3827
51140,REGULAR AIR,2012-09-18,3828
51140,REGULAR AIR,2012-09-21,3829
51205,EXPRESS AIR,2012-12-11,3830
51205,REGULAR AIR,2012-12-11,3831
51237,REGULAR AIR,2012-03-12,3832
51619,REGULAR AIR,2009-09-03,3833
51619,REGULAR AIR,2009-09-04,3834
51619,DELIVERY TRUCK,2009-09-03,3835
51713,REGULAR AIR,2011-03-20,3836
52007,REGULAR AIR,2012-04-14,3837
52007,DELIVERY TRUCK,2012-04-15,3838
52164,REGULAR AIR,2012-04-15,3839
52512,REGULAR AIR,2011-07-09,3840
52512,EXPRESS AIR,2011-07-09,3841
52611,REGULAR AIR,2011-04-25,3842
52805,EXPRESS AIR,2011-09-28,3843
52833,REGULAR AIR,2011-12-25,3844
52930,REGULAR AIR,2011-11-12,3845
52930,REGULAR AIR,2011-11-13,3846
52930,REGULAR AIR,2011-11-08,3847
53127,REGULAR AIR,2011-05-12,3848
53127,REGULAR AIR,2011-05-13,3849
53349,DELIVERY TRUCK,2010-04-19,3850
53476,REGULAR AIR,2009-06-11,3851
53476,REGULAR AIR,2009-06-14,3852
53476,REGULAR AIR,2009-06-12,3853
53476,EXPRESS AIR,2009-06-11,3854
53671,REGULAR AIR,2011-06-11,3855
53766,DELIVERY TRUCK,2009-10-14,3856
53795,EXPRESS AIR,2012-01-31,3857
53795,REGULAR AIR,2012-02-01,3858
54209,REGULAR AIR,2012-08-17,3859
54369,EXPRESS AIR,2009-03-04,3860
54850,REGULAR AIR,2010-12-24,3861
54850,REGULAR AIR,2010-12-25,3862
54950,REGULAR AIR,2010-12-06,3863
54950,DELIVERY TRUCK,2010-12-06,3864
55172,REGULAR AIR,2010-12-04,3865
55235,REGULAR AIR,2010-10-08,3866
55300,REGULAR AIR,2009-02-22,3867
55300,REGULAR AIR,2009-02-21,3868
55398,REGULAR AIR,2010-01-21,3869
55553,REGULAR AIR,2009-07-18,3870
55747,DELIVERY TRUCK,2012-12-03,3871
55747,DELIVERY TRUCK,2012-12-04,3872
55779,DELIVERY TRUCK,2012-03-11,3873
56418,REGULAR AIR,2012-04-13,3874
56580,REGULAR AIR,2011-08-14,3875
56580,DELIVERY TRUCK,2011-08-16,3876
56807,REGULAR AIR,2009-04-23,3877
56837,DELIVERY TRUCK,2010-12-18,3878
56995,EXPRESS AIR,2009-10-17,3879
57091,EXPRESS AIR,2011-11-01,3880
57155,REGULAR AIR,2009-06-18,3881
57155,EXPRESS AIR,2009-06-18,3882
57185,REGULAR AIR,2011-05-25,3883
57409,REGULAR AIR,2009-11-21,3884
57542,REGULAR AIR,2009-08-24,3885
57639,REGULAR AIR,2010-07-21,3886
57856,REGULAR AIR,2009-02-13,3887
58435,REGULAR AIR,2012-05-09,3888
59009,EXPRESS AIR,2011-11-20,3889
59491,REGULAR AIR,2012-03-27,3890
59554,REGULAR AIR,2011-11-16,3891
59559,EXPRESS AIR,2010-09-17,3892
59745,REGULAR AIR,2009-04-21,3893
59906,REGULAR AIR,2010-05-22,3894
454,REGULAR AIR,2011-12-28,3895
549,REGULAR AIR,2012-07-13,3896
549,EXPRESS AIR,2012-07-12,3897
999,REGULAR AIR,2010-09-11,3898
1286,REGULAR AIR,2010-05-14,3899
1286,REGULAR AIR,2010-05-15,3900
1831,DELIVERY TRUCK,2010-12-02,3901
1892,REGULAR AIR,2009-03-29,3902
1892,REGULAR AIR,2009-03-25,3903
1991,REGULAR AIR,2012-09-06,3904
1991,DELIVERY TRUCK,2012-09-07,3905
4610,REGULAR AIR,2010-06-19,3906
4610,REGULAR AIR,2010-06-21,3907
5697,REGULAR AIR,2012-10-06,3908
5986,REGULAR AIR,2012-04-21,3909
5986,DELIVERY TRUCK,2012-04-22,3910
5986,REGULAR AIR,2012-04-22,3911
6053,REGULAR AIR,2010-12-13,3912
6432,REGULAR AIR,2011-11-12,3913
6502,EXPRESS AIR,2011-08-20,3914
6502,REGULAR AIR,2011-08-23,3915
6656,REGULAR AIR,2009-05-15,3916
6656,REGULAR AIR,2009-05-16,3917
7072,REGULAR AIR,2012-02-04,3918
7429,REGULAR AIR,2010-05-27,3919
7429,EXPRESS AIR,2010-05-27,3920
7910,REGULAR AIR,2010-04-23,3921
7910,REGULAR AIR,2010-04-20,3922
8035,REGULAR AIR,2012-03-03,3923
8961,REGULAR AIR,2011-07-03,3924
9606,REGULAR AIR,2009-07-27,3925
9606,EXPRESS AIR,2009-07-29,3926
9857,REGULAR AIR,2010-05-13,3927
9857,REGULAR AIR,2010-05-11,3928
10851,EXPRESS AIR,2009-04-07,3929
11233,REGULAR AIR,2011-09-01,3930
11493,REGULAR AIR,2011-10-22,3931
11684,REGULAR AIR,2012-07-29,3932
11975,REGULAR AIR,2011-04-15,3933
13537,REGULAR AIR,2010-06-01,3934
13670,EXPRESS AIR,2012-05-26,3935
13764,REGULAR AIR,2011-07-14,3936
13953,REGULAR AIR,2011-06-02,3937
14119,REGULAR AIR,2010-06-04,3938
14119,REGULAR AIR,2010-06-05,3939
14119,REGULAR AIR,2010-06-02,3940
14402,DELIVERY TRUCK,2010-10-16,3941
14499,REGULAR AIR,2010-11-19,3942
15079,REGULAR AIR,2010-01-18,3943
15079,REGULAR AIR,2010-01-16,3944
15236,REGULAR AIR,2012-04-10,3945
15236,EXPRESS AIR,2012-04-11,3946
15397,EXPRESS AIR,2010-02-08,3947
15397,REGULAR AIR,2010-02-06,3948
15397,REGULAR AIR,2010-02-07,3949
15719,DELIVERY TRUCK,2011-01-19,3950
16098,REGULAR AIR,2012-07-23,3951
16450,REGULAR AIR,2011-05-15,3952
17186,REGULAR AIR,2009-01-28,3953
17379,DELIVERY TRUCK,2011-08-16,3954
17573,REGULAR AIR,2011-09-08,3955
17702,REGULAR AIR,2012-04-14,3956
18595,REGULAR AIR,2009-02-02,3957
19205,REGULAR AIR,2010-07-27,3958
19205,REGULAR AIR,2010-07-28,3959
19494,REGULAR AIR,2010-01-14,3960
19494,REGULAR AIR,2010-01-15,3961
19523,REGULAR AIR,2011-12-01,3962
20482,DELIVERY TRUCK,2011-07-18,3963
20482,REGULAR AIR,2011-07-20,3964
21414,EXPRESS AIR,2011-05-04,3965
21445,EXPRESS AIR,2009-11-21,3966
21445,REGULAR AIR,2009-11-21,3967
21573,REGULAR AIR,2012-04-27,3968
21573,DELIVERY TRUCK,2012-04-27,3969
21636,EXPRESS AIR,2009-08-17,3970
21636,REGULAR AIR,2009-08-15,3971
21795,EXPRESS AIR,2010-06-14,3972
21795,REGULAR AIR,2010-06-15,3973
21859,REGULAR AIR,2011-11-19,3974
21989,REGULAR AIR,2011-02-10,3975
22151,REGULAR AIR,2010-08-01,3976
22688,REGULAR AIR,2012-04-18,3977
22916,REGULAR AIR,2012-02-03,3978
22951,REGULAR AIR,2012-05-03,3979
23429,REGULAR AIR,2009-03-19,3980
23429,EXPRESS AIR,2009-03-21,3981
23681,EXPRESS AIR,2012-05-21,3982
24263,DELIVERY TRUCK,2012-09-22,3983
24455,REGULAR AIR,2009-12-08,3984
24455,REGULAR AIR,2009-12-09,3985
24707,REGULAR AIR,2012-03-11,3986
24707,REGULAR AIR,2012-03-12,3987
25091,REGULAR AIR,2010-02-22,3988
26305,REGULAR AIR,2010-12-04,3989
26305,DELIVERY TRUCK,2010-12-03,3990
26982,EXPRESS AIR,2012-04-29,3991
27106,REGULAR AIR,2011-12-03,3992
27106,REGULAR AIR,2011-12-01,3993
27106,DELIVERY TRUCK,2011-12-03,3994
27527,REGULAR AIR,2010-12-03,3995
27746,REGULAR AIR,2010-12-04,3996
27811,REGULAR AIR,2011-03-05,3997
27974,REGULAR AIR,2010-10-08,3998
28774,REGULAR AIR,2009-01-02,3999
29607,REGULAR AIR,2012-03-15,4000
29730,DELIVERY TRUCK,2010-06-18,4001
30144,DELIVERY TRUCK,2011-08-11,4002
31266,DELIVERY TRUCK,2012-10-04,4003
31456,REGULAR AIR,2012-11-17,4004
31522,REGULAR AIR,2010-05-27,4005
31522,DELIVERY TRUCK,2010-05-27,4006
33319,DELIVERY TRUCK,2009-03-30,4007
33635,DELIVERY TRUCK,2009-07-13,4008
33635,REGULAR AIR,2009-07-13,4009
33988,REGULAR AIR,2009-01-11,4010
34087,REGULAR AIR,2009-07-28,4011
34691,REGULAR AIR,2009-01-16,4012
34691,DELIVERY TRUCK,2009-01-14,4013
34691,EXPRESS AIR,2009-01-16,4014
34785,DELIVERY TRUCK,2010-01-28,4015
34883,REGULAR AIR,2009-11-05,4016
35077,REGULAR AIR,2011-10-08,4017
36132,DELIVERY TRUCK,2012-04-14,4018
36133,REGULAR AIR,2011-08-21,4019
37891,REGULAR AIR,2011-10-22,4020
37891,EXPRESS AIR,2011-10-22,4021
37891,DELIVERY TRUCK,2011-10-20,4022
38021,DELIVERY TRUCK,2009-01-22,4023
38021,REGULAR AIR,2009-01-22,4024
38146,REGULAR AIR,2011-12-07,4025
38656,REGULAR AIR,2012-08-17,4026
38656,DELIVERY TRUCK,2012-08-15,4027
38756,EXPRESS AIR,2009-05-09,4028
39268,EXPRESS AIR,2011-04-24,4029
39268,REGULAR AIR,2011-04-25,4030
39488,EXPRESS AIR,2009-06-26,4031
39650,DELIVERY TRUCK,2010-08-02,4032
39650,REGULAR AIR,2010-07-31,4033
39844,REGULAR AIR,2009-12-02,4034
40800,REGULAR AIR,2010-12-04,4035
40965,DELIVERY TRUCK,2009-11-22,4036
40965,REGULAR AIR,2009-11-22,4037
41316,REGULAR AIR,2009-07-22,4038
41316,REGULAR AIR,2009-07-24,4039
41476,REGULAR AIR,2010-06-01,4040
41861,REGULAR AIR,2010-11-28,4041
42274,REGULAR AIR,2011-09-05,4042
42274,EXPRESS AIR,2011-09-05,4043
42882,EXPRESS AIR,2010-10-29,4044
43360,REGULAR AIR,2009-10-20,4045
43713,REGULAR AIR,2012-09-09,4046
44322,REGULAR AIR,2011-10-14,4047
44579,REGULAR AIR,2011-06-04,4048
44737,REGULAR AIR,2012-11-20,4049
44737,REGULAR AIR,2012-11-21,4050
44738,REGULAR AIR,2010-12-07,4051
44768,DELIVERY TRUCK,2012-05-27,4052
44867,DELIVERY TRUCK,2009-07-28,4053
45029,DELIVERY TRUCK,2010-07-03,4054
45543,DELIVERY TRUCK,2011-02-06,4055
45635,REGULAR AIR,2012-04-16,4056
46436,REGULAR AIR,2009-04-11,4057
46848,REGULAR AIR,2009-11-12,4058
47009,EXPRESS AIR,2009-06-06,4059
47138,REGULAR AIR,2009-01-16,4060
47236,REGULAR AIR,2011-10-04,4061
47686,REGULAR AIR,2012-10-13,4062
47971,REGULAR AIR,2012-10-30,4063
48261,DELIVERY TRUCK,2011-03-19,4064
48773,REGULAR AIR,2009-01-17,4065
48902,REGULAR AIR,2012-10-25,4066
49221,REGULAR AIR,2010-07-04,4067
49255,DELIVERY TRUCK,2012-06-23,4068
49575,REGULAR AIR,2010-12-17,4069
50144,EXPRESS AIR,2012-06-07,4070
50181,DELIVERY TRUCK,2012-05-31,4071
52324,DELIVERY TRUCK,2012-06-30,4072
52896,REGULAR AIR,2010-10-25,4073
52896,DELIVERY TRUCK,2010-10-24,4074
53441,REGULAR AIR,2009-08-25,4075
53445,REGULAR AIR,2012-10-26,4076
54055,DELIVERY TRUCK,2009-02-15,4077
54151,REGULAR AIR,2009-09-03,4078
54181,DELIVERY TRUCK,2012-05-20,4079
54243,EXPRESS AIR,2009-09-16,4080
54407,REGULAR AIR,2010-06-17,4081
55394,DELIVERY TRUCK,2010-02-28,4082
56003,DELIVERY TRUCK,2010-04-07,4083
56128,REGULAR AIR,2010-07-30,4084
56128,DELIVERY TRUCK,2010-07-31,4085
56384,REGULAR AIR,2012-08-01,4086
56384,DELIVERY TRUCK,2012-08-02,4087
56646,REGULAR AIR,2010-05-20,4088
56967,EXPRESS AIR,2012-03-09,4089
57479,REGULAR AIR,2011-03-16,4090
57699,REGULAR AIR,2012-11-15,4091
57699,REGULAR AIR,2012-11-14,4092
57699,REGULAR AIR,2012-11-12,4093
58690,DELIVERY TRUCK,2011-11-06,4094
58784,DELIVERY TRUCK,2009-01-20,4095
58784,EXPRESS AIR,2009-01-20,4096
59428,DELIVERY TRUCK,2010-09-10,4097
59428,REGULAR AIR,2010-09-09,4098
1444,REGULAR AIR,2009-12-06,4099
1921,DELIVERY TRUCK,2009-01-19,4100
1985,DELIVERY TRUCK,2009-09-03,4101
2978,REGULAR AIR,2011-05-03,4102
7521,EXPRESS AIR,2011-03-05,4103
11206,REGULAR AIR,2009-12-30,4104
13351,REGULAR AIR,2010-05-07,4105
13476,REGULAR AIR,2010-10-16,4106
15399,REGULAR AIR,2012-05-15,4107
15687,DELIVERY TRUCK,2012-04-12,4108
23169,REGULAR AIR,2011-06-25,4109
32292,REGULAR AIR,2012-02-17,4110
32389,EXPRESS AIR,2010-11-01,4111
37863,REGULAR AIR,2011-02-26,4112
40866,REGULAR AIR,2010-05-24,4113
49989,REGULAR AIR,2010-04-27,4114
54595,REGULAR AIR,2009-04-30,4115
55392,REGULAR AIR,2009-06-07,4116
57249,REGULAR AIR,2010-07-21,4117
1444,DELIVERY TRUCK,2009-12-08,4118
4965,REGULAR AIR,2010-10-25,4119
5639,REGULAR AIR,2009-06-02,4120
8513,REGULAR AIR,2011-07-17,4121
10245,DELIVERY TRUCK,2011-02-14,4122
11011,DELIVERY TRUCK,2012-05-15,4123
12320,DELIVERY TRUCK,2011-12-22,4124
12326,REGULAR AIR,2011-02-04,4125
13056,REGULAR AIR,2009-04-24,4126
13125,EXPRESS AIR,2010-12-15,4127
17410,REGULAR AIR,2010-09-06,4128
20711,DELIVERY TRUCK,2009-01-20,4129
21606,EXPRESS AIR,2011-01-23,4130
22820,REGULAR AIR,2010-08-19,4131
23616,REGULAR AIR,2012-08-28,4132
25157,REGULAR AIR,2010-05-26,4133
25280,REGULAR AIR,2011-05-23,4134
25313,REGULAR AIR,2012-08-23,4135
25536,REGULAR AIR,2011-07-22,4136
25666,REGULAR AIR,2012-09-02,4137
28001,REGULAR AIR,2009-06-14,4138
28999,REGULAR AIR,2009-01-11,4139
29666,REGULAR AIR,2012-01-01,4140
30599,REGULAR AIR,2012-02-12,4141
31232,DELIVERY TRUCK,2012-09-01,4142
31239,REGULAR AIR,2010-09-02,4143
31392,REGULAR AIR,2010-05-10,4144
32389,DELIVERY TRUCK,2010-11-01,4145
33090,REGULAR AIR,2009-08-06,4146
33987,DELIVERY TRUCK,2011-10-26,4147
37731,REGULAR AIR,2009-11-04,4148
38337,REGULAR AIR,2010-11-02,4149
38369,REGULAR AIR,2010-01-13,4150
38723,REGULAR AIR,2012-09-21,4151
40103,REGULAR AIR,2010-09-27,4152
40131,REGULAR AIR,2012-05-02,4153
41504,REGULAR AIR,2012-10-30,4154
43588,REGULAR AIR,2012-09-02,4155
43751,REGULAR AIR,2012-06-29,4156
44448,REGULAR AIR,2009-04-15,4157
46531,REGULAR AIR,2011-08-30,4158
46534,REGULAR AIR,2012-10-05,4159
47459,REGULAR AIR,2011-08-18,4160
49056,REGULAR AIR,2009-10-01,4161
49190,REGULAR AIR,2012-12-12,4162
51783,REGULAR AIR,2011-11-13,4163
52006,REGULAR AIR,2009-06-25,4164
54595,DELIVERY TRUCK,2009-05-01,4165
55202,REGULAR AIR,2011-08-31,4166
55431,REGULAR AIR,2012-06-09,4167
55713,DELIVERY TRUCK,2009-02-04,4168
57570,REGULAR AIR,2012-09-30,4169
58372,EXPRESS AIR,2011-04-06,4170
59552,REGULAR AIR,2010-01-14,4171
2272,DELIVERY TRUCK,2010-04-12,4172
6498,EXPRESS AIR,2009-03-18,4173
16260,DELIVERY TRUCK,2011-11-14,4174
16359,REGULAR AIR,2012-05-15,4175
16359,REGULAR AIR,2012-05-14,4176
21922,DELIVERY TRUCK,2009-11-12,4177
21922,REGULAR AIR,2009-11-12,4178
21922,REGULAR AIR,2009-11-13,4179
23558,REGULAR AIR,2011-08-11,4180
23558,DELIVERY TRUCK,2011-08-14,4181
27205,REGULAR AIR,2010-05-23,4182
27461,EXPRESS AIR,2010-02-26,4183
27461,REGULAR AIR,2010-02-26,4184
29957,REGULAR AIR,2010-03-14,4185
30593,EXPRESS AIR,2011-07-27,4186
30593,REGULAR AIR,2011-07-28,4187
32871,REGULAR AIR,2012-10-28,4188
32871,DELIVERY TRUCK,2012-10-28,4189
35878,REGULAR AIR,2010-08-14,4190
37924,REGULAR AIR,2009-11-29,4191
38400,EXPRESS AIR,2009-12-15,4192
38498,REGULAR AIR,2012-04-29,4193
38498,REGULAR AIR,2012-04-30,4194
39492,REGULAR AIR,2011-04-19,4195
39686,DELIVERY TRUCK,2012-06-09,4196
39686,REGULAR AIR,2012-06-09,4197
42693,REGULAR AIR,2009-04-06,4198
42850,EXPRESS AIR,2011-06-22,4199
46050,REGULAR AIR,2010-01-05,4200
46050,EXPRESS AIR,2010-01-07,4201
46212,DELIVERY TRUCK,2012-09-14,4202
49313,EXPRESS AIR,2009-10-04,4203
49313,REGULAR AIR,2009-10-05,4204
49477,REGULAR AIR,2011-11-29,4205
49889,REGULAR AIR,2012-12-14,4206
49889,EXPRESS AIR,2012-12-14,4207
52416,REGULAR AIR,2009-02-02,4208
52416,DELIVERY TRUCK,2009-02-01,4209
55140,REGULAR AIR,2010-07-06,4210
56550,REGULAR AIR,2011-04-11,4211
57447,REGULAR AIR,2011-07-04,4212
57447,REGULAR AIR,2011-07-07,4213
1185,REGULAR AIR,2012-08-27,4214
2149,REGULAR AIR,2010-03-16,4215
2466,REGULAR AIR,2009-03-06,4216
3493,REGULAR AIR,2010-08-25,4217
3588,REGULAR AIR,2011-03-19,4218
3588,REGULAR AIR,2011-03-20,4219
3588,DELIVERY TRUCK,2011-03-18,4220
5957,REGULAR AIR,2010-12-27,4221
5957,DELIVERY TRUCK,2010-12-28,4222
5957,REGULAR AIR,2010-12-29,4223
6183,REGULAR AIR,2012-06-16,4224
6402,REGULAR AIR,2011-04-28,4225
6720,REGULAR AIR,2010-09-10,4226
6720,DELIVERY TRUCK,2010-09-12,4227
6720,REGULAR AIR,2010-09-11,4228
6785,REGULAR AIR,2012-05-08,4229
8295,REGULAR AIR,2009-04-03,4230
8295,REGULAR AIR,2009-04-02,4231
8704,REGULAR AIR,2011-07-01,4232
8933,REGULAR AIR,2010-10-08,4233
8933,REGULAR AIR,2010-10-09,4234
9222,REGULAR AIR,2009-02-11,4235
10243,REGULAR AIR,2011-12-25,4236
10502,DELIVERY TRUCK,2010-05-15,4237
10502,REGULAR AIR,2010-05-16,4238
10886,REGULAR AIR,2009-08-25,4239
10886,DELIVERY TRUCK,2009-08-24,4240
11047,DELIVERY TRUCK,2010-12-17,4241
11047,DELIVERY TRUCK,2010-12-12,4242
12803,REGULAR AIR,2010-02-27,4243
13767,DELIVERY TRUCK,2010-08-28,4244
14117,REGULAR AIR,2010-08-27,4245
14976,REGULAR AIR,2011-07-24,4246
14980,REGULAR AIR,2012-07-15,4247
16133,DELIVERY TRUCK,2009-09-25,4248
16134,DELIVERY TRUCK,2012-11-21,4249
16258,REGULAR AIR,2011-07-07,4250
16258,REGULAR AIR,2011-07-08,4251
16289,REGULAR AIR,2010-07-19,4252
16993,REGULAR AIR,2011-11-16,4253
18945,REGULAR AIR,2009-01-19,4254
19975,REGULAR AIR,2009-04-13,4255
20036,REGULAR AIR,2010-12-05,4256
20036,REGULAR AIR,2010-12-07,4257
20964,REGULAR AIR,2012-04-01,4258
21121,REGULAR AIR,2009-09-17,4259
21314,REGULAR AIR,2009-11-04,4260
21314,REGULAR AIR,2009-11-06,4261
21314,DELIVERY TRUCK,2009-11-09,4262
21702,DELIVERY TRUCK,2010-12-18,4263
21925,REGULAR AIR,2012-07-14,4264
22432,REGULAR AIR,2012-11-29,4265
22819,REGULAR AIR,2012-11-12,4266
22917,EXPRESS AIR,2009-03-04,4267
23107,REGULAR AIR,2011-06-14,4268
23556,EXPRESS AIR,2011-01-10,4269
23777,REGULAR AIR,2012-11-27,4270
24098,REGULAR AIR,2012-04-18,4271
24098,REGULAR AIR,2012-04-19,4272
24227,REGULAR AIR,2010-08-18,4273
24614,REGULAR AIR,2009-11-28,4274
25637,DELIVERY TRUCK,2012-02-27,4275
26695,REGULAR AIR,2010-06-08,4276
27078,REGULAR AIR,2012-08-13,4277
29376,REGULAR AIR,2012-08-13,4278
29766,REGULAR AIR,2009-03-22,4279
29766,REGULAR AIR,2009-03-21,4280
30278,REGULAR AIR,2009-10-09,4281
30626,EXPRESS AIR,2011-04-26,4282
30851,REGULAR AIR,2010-09-25,4283
31718,REGULAR AIR,2010-12-01,4284
31718,REGULAR AIR,2010-12-04,4285
32070,REGULAR AIR,2009-07-17,4286
34661,REGULAR AIR,2010-01-22,4287
34754,REGULAR AIR,2012-06-06,4288
35392,REGULAR AIR,2012-02-23,4289
36103,REGULAR AIR,2012-05-01,4290
37157,REGULAR AIR,2010-02-22,4291
38176,EXPRESS AIR,2010-08-16,4292
38176,EXPRESS AIR,2010-08-17,4293
38531,EXPRESS AIR,2011-12-12,4294
40354,REGULAR AIR,2009-01-04,4295
40354,DELIVERY TRUCK,2009-01-04,4296
40832,REGULAR AIR,2010-03-30,4297
41632,REGULAR AIR,2010-12-08,4298
41825,REGULAR AIR,2009-08-23,4299
42373,EXPRESS AIR,2011-08-18,4300
44423,REGULAR AIR,2012-07-30,4301
45863,EXPRESS AIR,2010-09-23,4302
47078,REGULAR AIR,2010-04-19,4303
47078,REGULAR AIR,2010-04-20,4304
47747,EXPRESS AIR,2011-11-23,4305
47810,REGULAR AIR,2011-08-15,4306
48896,REGULAR AIR,2009-10-30,4307
49830,EXPRESS AIR,2009-07-11,4308
52389,REGULAR AIR,2011-10-21,4309
52576,DELIVERY TRUCK,2009-03-28,4310
53605,REGULAR AIR,2010-08-05,4311
53605,DELIVERY TRUCK,2010-08-05,4312
53891,REGULAR AIR,2009-01-23,4313
53891,EXPRESS AIR,2009-01-23,4314
55460,REGULAR AIR,2012-05-28,4315
55460,REGULAR AIR,2012-05-27,4316
55877,EXPRESS AIR,2010-02-04,4317
55877,REGULAR AIR,2010-02-03,4318
56647,REGULAR AIR,2011-08-04,4319
57475,REGULAR AIR,2010-10-11,4320
57475,REGULAR AIR,2010-10-04,4321
57475,REGULAR AIR,2010-10-06,4322
57537,EXPRESS AIR,2012-09-19,4323
57537,REGULAR AIR,2012-09-19,4324
57537,REGULAR AIR,2012-09-18,4325
57698,REGULAR AIR,2012-01-07,4326
57698,REGULAR AIR,2012-01-08,4327
58241,REGULAR AIR,2010-09-08,4328
96,REGULAR AIR,2009-04-18,4329
610,EXPRESS AIR,2011-08-03,4330
612,REGULAR AIR,2012-10-22,4331
1440,REGULAR AIR,2011-08-11,4332
3749,REGULAR AIR,2011-02-25,4333
4070,EXPRESS AIR,2011-06-11,4334
4774,REGULAR AIR,2010-04-20,4335
6947,REGULAR AIR,2011-07-21,4336
6979,REGULAR AIR,2009-02-28,4337
7107,REGULAR AIR,2012-01-04,4338
7107,REGULAR AIR,2012-01-06,4339
7107,REGULAR AIR,2012-01-05,4340
8288,REGULAR AIR,2011-05-10,4341
8678,REGULAR AIR,2012-10-05,4342
10659,REGULAR AIR,2009-05-14,4343
10695,REGULAR AIR,2011-05-03,4344
11719,DELIVERY TRUCK,2011-02-06,4345
11719,REGULAR AIR,2011-02-05,4346
11908,DELIVERY TRUCK,2010-05-27,4347
13765,REGULAR AIR,2009-04-07,4348
14055,REGULAR AIR,2009-09-03,4349
14342,REGULAR AIR,2009-04-27,4350
14756,REGULAR AIR,2009-08-31,4351
14785,REGULAR AIR,2009-10-09,4352
14785,REGULAR AIR,2009-10-10,4353
14855,EXPRESS AIR,2010-05-02,4354
14855,REGULAR AIR,2010-05-02,4355
14855,DELIVERY TRUCK,2010-05-02,4356
15045,DELIVERY TRUCK,2010-08-22,4357
19621,REGULAR AIR,2011-09-08,4358
19621,EXPRESS AIR,2011-09-08,4359
20036,DELIVERY TRUCK,2010-12-08,4360
20773,REGULAR AIR,2009-03-06,4361
20967,REGULAR AIR,2011-03-15,4362
20967,REGULAR AIR,2011-03-16,4363
21478,REGULAR AIR,2012-03-04,4364
21478,REGULAR AIR,2012-03-06,4365
21633,REGULAR AIR,2009-03-28,4366
21696,REGULAR AIR,2010-10-22,4367
22851,REGULAR AIR,2009-03-02,4368
22851,REGULAR AIR,2009-03-03,4369
22851,EXPRESS AIR,2009-03-02,4370
23557,REGULAR AIR,2011-06-01,4371
24577,REGULAR AIR,2010-03-02,4372
24961,DELIVERY TRUCK,2010-02-02,4373
24966,REGULAR AIR,2011-12-18,4374
27363,REGULAR AIR,2011-10-19,4375
29028,DELIVERY TRUCK,2011-02-07,4376
29156,REGULAR AIR,2010-03-01,4377
29282,REGULAR AIR,2012-11-30,4378
29957,DELIVERY TRUCK,2010-03-14,4379
30053,DELIVERY TRUCK,2009-02-03,4380
30081,REGULAR AIR,2011-12-19,4381
30214,EXPRESS AIR,2009-10-11,4382
30497,EXPRESS AIR,2011-02-08,4383
30497,REGULAR AIR,2011-02-08,4384
30917,REGULAR AIR,2010-11-03,4385
30917,REGULAR AIR,2010-11-05,4386
31681,REGULAR AIR,2012-11-08,4387
31777,DELIVERY TRUCK,2011-10-21,4388
31777,REGULAR AIR,2011-10-19,4389
32710,REGULAR AIR,2009-11-17,4390
33060,REGULAR AIR,2010-02-20,4391
33254,REGULAR AIR,2011-11-05,4392
33605,REGULAR AIR,2012-04-05,4393
34180,EXPRESS AIR,2011-09-03,4394
35137,EXPRESS AIR,2010-07-19,4395
35137,REGULAR AIR,2010-07-20,4396
36838,EXPRESS AIR,2009-04-17,4397
37252,REGULAR AIR,2011-11-21,4398
37252,REGULAR AIR,2011-11-23,4399
37252,DELIVERY TRUCK,2011-11-24,4400
38979,DELIVERY TRUCK,2010-02-26,4401
38979,REGULAR AIR,2010-03-03,4402
39619,REGULAR AIR,2012-01-08,4403
40101,EXPRESS AIR,2009-02-05,4404
41542,DELIVERY TRUCK,2009-09-27,4405
42565,REGULAR AIR,2010-09-29,4406
42823,EXPRESS AIR,2010-06-27,4407
43398,DELIVERY TRUCK,2011-04-25,4408
44002,REGULAR AIR,2009-02-09,4409
44002,REGULAR AIR,2009-02-07,4410
44196,REGULAR AIR,2009-08-24,4411
44359,REGULAR AIR,2010-12-01,4412
44871,REGULAR AIR,2011-05-05,4413
46055,REGULAR AIR,2012-06-04,4414
46624,REGULAR AIR,2010-04-27,4415
46624,REGULAR AIR,2010-04-28,4416
47079,DELIVERY TRUCK,2011-12-18,4417
47494,REGULAR AIR,2009-07-02,4418
47494,REGULAR AIR,2009-07-01,4419
47622,REGULAR AIR,2012-09-13,4420
47938,REGULAR AIR,2009-07-01,4421
48032,REGULAR AIR,2010-08-27,4422
49062,REGULAR AIR,2012-04-18,4423
49541,REGULAR AIR,2009-01-17,4424
49799,DELIVERY TRUCK,2009-08-26,4425
49799,REGULAR AIR,2009-08-25,4426
49828,EXPRESS AIR,2011-08-31,4427
