Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Product_Base_Margin
344,4,459,134,20713395,0.06,38,0.56
3440,7,4768,1200,1415,0.01,10,0.37
3441,3,4769,1246,203198,0.05,17,0.35
3441,3,4770,1246,13194,0.04,24,0.37
3441,3,4769,1246,8574,0.03,18,0.37
3442,4,4772,1241,59750495,0.06,47,0.58
3442,17,4772,1241,72052,0.01,44,0.04
3442,1,4771,1241,52853,0.05,43,0.58
3443,9,4773,1246,384917,0.06,46,0.38
3444,8,4774,1241,120835,0.0,28,0.55
3445,6,4775,1229,6997,0.01,12,0.36
3446,10,4776,1251,19948,0.08,1,0.66
3447,11,4779,1231,650246,0.09,12,0.66
3447,3,4778,1231,28248,0.08,39,0.39
3447,3,4777,1231,9258,0.01,37,0.39
3448,5,4780,1210,124352,0.08,47,0.49
3449,5,4781,1226,193258,0.01,34,0.63
345,8,460,135,22291,0.05,14,0.37
3450,15,4782,1250,60157,0.09,10,0.07
3450,8,4783,1250,15742,0.05,9,0.45
3451,3,4784,1215,29966,0.08,30,0.39
3452,3,4785,1183,37557,0.02,7,0.39
3452,6,4786,1183,8197,0.07,15,0.38
3453,3,4787,1228,6367,0.01,27,0.39
3454,1,4788,1199,191276,0.03,17,0.78
3454,6,4788,1199,24061,0.05,35,0.37
3454,3,4788,1199,14294,0.03,17,0.36
3455,8,4789,1179,159189,0.02,46,0.76
3455,8,4790,1179,22007,0.01,44,0.66
3456,8,4791,1193,31939,0.03,37,0.61
3457,4,4792,1217,23793285,0.09,26,0.58
3458,10,4793,1193,434698,0.05,42,0.62
3459,3,4794,1241,14576,0.0,26,0.37
346,1,461,136,163498,0.09,12,0.73
3460,15,4795,1185,975748,0.07,36,0.77
3461,6,4796,1219,8791,0.05,13,0.37
3462,15,4797,1183,582401,0.01,41,0.74
3463,4,4798,1207,11871525,0.03,15,0.56
3464,9,4799,1221,41411,0.08,49,0.38
3465,4,4800,1196,47997885,0.09,39,0.55
3466,6,4801,1209,12242,0.08,17,0.37
3467,3,4802,1231,30576,0.01,31,0.39
3467,8,4802,1231,2548,0.06,3,0.52
3468,2,4803,1207,40997,0.07,13,0.59
3469,8,4804,1223,145778,0.04,28,0.45
347,13,462,137,20411,0.06,50,0.56
3470,17,4805,1203,56154,0.07,46,0.38
3471,6,4806,1187,169203,0.01,33,0.36
3472,4,4808,1189,13917645,0.08,8,0.56
3473,17,4809,1210,970437,0.03,5,0.38
3473,6,4810,1210,21194,0.05,31,0.37
3474,3,6631,1649,26492,0.05,38,0.39
3474,6,4811,1217,14288,0.08,22,0.38
3475,1,4812,1251,87601,0.07,8,0.78
3476,3,4813,1227,10594,0.07,7,0.38
3477,1,4814,1188,133708,0.01,29,0.83
3478,17,4815,1252,83919,0.0,44,0.04
3479,3,4816,1222,86739,0.01,23,0.38
348,1,463,138,30582,0.05,1,0.08
348,2,463,138,10384,0.01,18,0.56
3480,15,4818,1184,133318,0.07,26,0.56
3480,9,4817,1184,15589,0.01,17,0.37
3480,13,4819,1184,11727,0.01,19,0.49
3481,12,4820,1222,16755,0.03,44,0.37
3482,8,4821,1232,25489,0.09,10,0.75
3483,17,4823,1236,1085483,0.08,43,0.56
3483,6,4822,1236,47011,0.08,25,0.38
3483,13,4822,1236,5123,0.01,19,0.58
3484,1,4825,1253,499263,0.07,38,0.73
3484,12,4824,1253,19551,0.03,37,0.39
3485,4,4826,1203,950555,0.01,2,0.83
3486,13,4827,1227,6797,0.06,29,0.41
3487,7,4828,1191,15062021,0.09,5,0.52
3487,4,4829,1191,631499,0.09,6,0.57
3488,5,4830,1188,6385,0.04,5,0.55
3489,13,4831,1226,14771,0.05,36,0.52
349,3,464,139,744129,0.01,46,0.04
3490,3,4832,1195,116375,0.05,18,0.36
3491,5,4833,1205,254473,0.02,45,0.64
3492,15,4834,1210,428113,0.05,34,0.74
3493,6,4835,1254,177987,0.01,43,0.36
3494,3,4837,1248,11863,0.05,7,0.36
3494,7,4836,1248,11502,0.0,28,0.39
3495,8,4838,1248,70585,0.04,17,0.54
3495,8,4839,1248,3213,0.0,37,0.77
3496,5,4840,1211,22741,0.06,11,0.49
3496,5,4841,1211,8744,0.08,50,0.41
3497,13,4842,1177,42409,0.01,35,0.58
3497,12,4842,1177,4075,0.03,15,0.39
3498,4,4845,1175,27105055,0.03,46,0.58
3498,7,4844,1175,6403,0.09,26,0.39
3498,5,4843,1175,5332,0.07,10,0.54
3499,13,4847,1223,8692,0.03,2,0.41
3499,12,4846,1223,8629,0.02,17,0.39
35,8,47,3,128537,0.01,42,0.42
350,12,465,139,5545,0.01,17,0.37
3500,4,4849,1255,19784345,0.09,38,0.55
3500,2,4848,1255,171788,0.05,28,0.56
3501,6,4850,1188,2932,0.08,2,0.37
3502,6,4851,1232,56666,0.01,29,0.37
3503,11,4853,1245,88651,0.0,39,0.68
3503,12,4852,1245,13483,0.07,49,0.38
3504,11,4854,1191,1034873,0.09,47,0.68
3505,8,4855,1214,125897,0.01,41,0.75
3506,4,4857,1647,995724,0.05,11,0.57
3506,5,4856,395,83053,0.01,41,0.46
3506,1,4857,395,7993,0.0,2,0.67
3507,4,4858,1179,1689137,0.07,16,0.57
3507,8,4858,1179,79984,0.08,26,0.64
3508,7,4859,1184,4223,0.01,23,0.83
3509,4,4860,1211,40087275,0.0,38,0.58
351,15,466,134,489693,0.04,37,
3510,13,4861,1256,1101994,0.01,1,0.52
3511,8,4863,1191,97906,0.07,27,0.75
3511,3,4862,1191,20543,0.0,28,0.36
3512,6,4864,1182,33255,0.01,48,0.35
3513,5,4865,1209,46636,0.07,20,0.62
3514,12,4866,1236,13036,0.02,43,0.36
3515,13,4868,1250,14805,0.08,7,0.59
3515,8,4867,1250,4524,0.01,8,0.64
3516,6,4869,1195,141983,0.07,46,0.04
3517,6,4870,1257,16382,0.01,31,0.36
3517,3,4870,1257,15462,0.04,27,0.39
3518,5,4871,1235,47913,0.05,24,0.44
3519,8,4872,1241,171887,0.02,40,0.44
352,9,467,135,43368,0.07,42,0.36
3520,17,4873,1212,11931,0.09,6,0.37
3521,17,4874,1226,100834,0.09,45,0.38
3522,17,4875,1216,5343,0.05,1,0.59
3523,6,4876,1239,1704,0.02,25,0.37
3524,2,4877,1181,90599,0.07,50,0.57
3524,8,4878,1181,36817,0.0,41,0.74
3524,6,4880,1181,16839,0.03,25,0.36
3524,6,4879,1181,1446,0.06,3,0.36
3525,15,4882,1259,130953,0.06,6,0.57
3525,1,4883,1259,80637,0.01,48,0.58
3526,5,4884,1260,390865,0.06,39,0.79
3527,6,4885,1260,4125,0.02,5,0.37
3528,8,4886,1259,29489,0.09,4,0.67
3528,6,4887,1259,24657,0.06,50,0.38
3529,15,4889,1261,384172,0.03,15,0.55
3529,3,4888,1261,200412,0.01,5,0.35
353,8,468,134,71729,0.01,24,0.05
3530,4,4890,1262,32063955,0.08,35,0.55
3530,4,4890,1262,2053379,0.01,47,0.35
3531,6,4891,1263,28891,0.08,25,0.38
3532,3,4892,1264,13885,0.08,19,0.39
3533,3,4893,1265,4118,0.01,5,0.36
3534,4,4894,1266,17353515,0.08,31,0.56
3535,6,4895,1267,25469,0.06,41,0.04
3536,17,4896,1263,183163,0.06,32,0.57
3537,5,4897,1268,20609,0.0,39,0.51
3537,6,4898,1268,12425,0.07,2,0.36
3538,3,4899,1269,32026,0.01,43,0.39
3539,8,4901,1264,80605,0.04,39,0.65
3539,2,4900,1264,9037,0.05,9,0.06
354,8,469,140,142335,0.01,36,0.77
3540,13,4902,1271,62272,0.0,14,0.59
3541,15,4903,1258,213022,0.09,25,0.66
3542,3,4904,1264,15105,0.09,26,0.04
3542,12,4904,1264,13304,0.04,13,0.37
3543,1,4905,1266,118411,0.07,6,0.71
3543,3,4906,1266,51422,0.02,17,0.35
3544,5,4907,1261,8242,0.07,11,0.42
3545,10,4908,1271,190771,0.0,25,0.06
3546,17,4909,1272,344926,0.01,46,0.04
3547,17,4911,1270,92247,0.09,8,0.36
3547,12,4910,1270,1484,0.08,3,0.39
3548,2,4913,1259,95131,0.06,13,0.41
3549,10,4914,1273,1204388,0.07,14,0.62
3549,1,4915,1273,19512,0.0,14,0.59
355,4,470,133,932892,0.05,30,0.35
3550,4,4916,1270,397732,0.01,21,0.83
3550,12,4916,1270,1896,0.02,37,0.39
3551,3,4918,1260,10741,0.03,24,0.35
3551,3,4917,1260,5286,0.01,43,0.04
3552,9,4919,1268,139049,0.01,15,0.04
3553,16,4920,1274,12831,0.05,39,0.84
3554,16,4922,1259,14107,0.08,11,0.06
3554,6,4921,1259,8256,0.01,19,0.37
3555,8,4923,1269,18416,0.01,36,0.73
3556,17,4924,1271,47631,0.07,4,0.38
3557,6,4925,1275,16948,0.03,17,0.36
3558,6,4926,1271,58152,0.03,16,0.38
3558,13,4927,1271,1917,0.01,5,0.56
3559,11,4929,1258,1449384,0.0,47,0.74
3559,6,4928,1258,94344,0.08,30,0.04
356,2,471,133,597763,0.01,36,0.57
3560,15,4930,1269,726464,0.06,35,0.57
3561,5,4931,1265,85205,0.01,45,0.49
3562,1,4932,1265,2093,0.01,14,0.59
3563,6,4933,1275,20024,0.0,30,0.37
3564,17,4934,1268,584582,0.01,32,0.36
3565,8,4935,1265,70653,0.0,16,0.77
3566,5,4936,1261,103899,0.0,48,0.57
3566,6,4936,1261,11401,0.08,17,0.36
3566,6,4937,1261,3037,0.01,3,0.38
3567,6,4938,1264,22882,0.03,33,0.37
3568,2,4939,1261,135176,0.03,13,0.58
3568,13,4940,1261,5954,0.03,49,0.58
3569,17,4941,1276,1212514,0.08,41,0.57
3569,6,7126,1707,20172,0.05,17,0.36
357,10,472,136,90602,0.01,6,0.65
357,3,473,136,17088,0.01,43,0.36
3570,4,4942,1266,2094978,0.06,44,0.55
3571,17,4944,1278,45181,0.05,3,0.38
3572,1,4945,1264,164551,0.06,28,0.57
3572,5,4945,1264,4958,0.03,25,0.56
3573,5,4946,1270,23754,0.04,16,0.43
3573,6,4946,1270,1435,0.08,3,0.38
3574,6,4947,1274,43866,0.01,41,0.04
3574,16,4948,1274,41699,0.02,32,0.82
3575,12,4949,1279,21651,0.02,32,0.39
3576,6,4950,1262,16196,0.0,26,0.36
3577,11,4952,1267,2171464,0.04,7,0.74
3577,1,4951,1267,58792,0.09,35,0.58
3578,11,4953,1280,950464,0.02,16,0.68
3578,4,4954,1280,705687,0.03,4,0.06
3579,1,4956,1272,9499,0.06,13,0.83
3579,8,4955,1272,5863,0.0,3,0.45
358,3,474,141,43462,0.08,40,0.04
3580,13,4957,1264,2237,0.04,8,0.58
3581,1,4958,1264,1785364,0.02,41,0.58
3582,6,4959,1266,53966,0.0,26,0.38
3583,8,4960,1281,462053,0.0,43,0.52
3584,15,4961,1266,250267,0.01,9,0.56
3585,1,4962,1260,301685,0.05,38,0.81
3585,12,4963,1260,485,0.07,11,0.37
3586,4,4966,1282,14878995,0.09,29,0.56
3586,17,4964,1282,609514,0.06,4,0.57
3586,17,4965,1282,377628,0.06,46,0.04
3587,6,4967,1282,2506,0.01,40,0.37
3588,3,4968,1274,10763,0.0,15,0.37
3589,13,4969,1281,6873,0.07,23,0.04
359,13,475,142,87125,0.06,38,0.57
359,13,476,142,53787,0.05,46,0.58
3590,8,4970,1273,4359,0.02,41,0.52
3591,17,4971,1260,304601,0.08,32,0.37
3591,6,4972,1260,35352,0.04,15,0.39
3592,4,4973,1266,26143705,0.07,25,0.58
3592,17,4973,1266,6365,0.01,46,0.39
3593,3,4974,1274,1207306,0.03,39,0.38
3593,15,4975,1274,668505,0.09,25,
3593,5,4975,1274,117553,0.03,18,0.46
3594,6,4976,1261,17844,0.03,19,0.04
3595,3,4977,1258,47235,0.03,31,0.38
3596,2,4978,1277,50501,0.06,44,0.58
3596,6,4979,1277,28675,0.06,41,0.38
3597,6,4980,1264,98007,0.09,32,0.04
3598,13,4981,1267,35325,0.02,31,0.55
3599,3,4982,1276,30012021,0.09,7,0.37
36,6,48,27,4891,0.01,11,0.35
360,4,3929,1057,5705285,0.02,14,0.57
360,16,477,143,60821,0.09,50,0.82
3600,15,4983,1280,454726,0.0,24,0.69
3601,1,4985,1259,122147,0.09,46,0.58
3601,5,4984,1259,43033,0.08,26,0.54
3602,7,4986,1276,12827,0.0,15,0.04
3603,4,4987,1264,2923405,0.01,4,0.85
3604,11,4989,1278,6865072,0.0,45,0.74
3604,3,4988,1278,25326,0.02,8,0.37
3605,4,4990,1279,33617585,0.04,20,0.56
3606,12,4991,1280,11784,0.04,38,0.37
3606,13,4991,1280,1212,0.01,47,0.59
3607,10,4993,1277,655286,0.07,50,0.78
3607,3,4992,1277,133405,0.06,43,0.35
3608,8,4994,1261,58788,0.0,16,0.43
3609,5,4995,1279,22079,0.02,45,0.57
3609,13,4996,1279,13993,0.05,41,0.42
3609,7,4997,1279,1545,0.05,8,0.49
361,10,479,144,1245048,0.01,40,0.55
361,3,478,144,28584,0.02,17,0.36
3610,14,4998,1266,175965,0.06,3,0.05
3610,13,4999,1266,8859,0.05,7,0.06
3611,5,5000,1281,50838,0.06,49,0.51
3611,6,5000,1281,28109,0.01,28,0.04
3611,6,5000,1281,27665,0.02,41,0.37
3612,6,5001,1282,191169,0.07,34,0.36
3612,4,5001,1282,120751,0.03,17,0.06
3612,6,5001,1282,24555,0.03,45,0.04
3613,13,5002,1281,7539,0.05,45,0.06
3613,7,5002,1281,2882,0.0,19,0.37
3614,3,5003,1270,85117,0.07,39,0.38
3615,3,5004,1264,6803,0.05,15,0.39
3616,5,5005,1280,256713,0.02,18,0.59
3617,8,5006,1258,124401,0.0,42,0.04
3617,5,5007,1258,98173,0.03,42,0.52
3617,6,5008,1258,30207,0.0,44,0.37
3618,11,5009,1281,1307184,0.03,6,0.75
3619,5,5011,1261,36423,0.01,47,0.42
3619,15,5010,1261,4363,0.08,9,0.56
362,4,480,144,20830525,0.09,39,0.58
362,12,481,144,23328,0.04,49,0.36
362,1,481,144,4701,0.09,1,0.67
3620,6,5014,1267,27675,0.04,50,0.04
3620,5,5013,1267,9435,0.01,8,0.55
3621,2,5015,1260,192919,0.04,32,0.56
3622,7,5016,1264,5886,0.03,17,0.04
3623,3,5017,1268,689207,0.05,32,0.38
3624,17,5018,1261,80145,0.01,31,0.38
3625,4,5019,1282,55185315,0.01,34,0.56
3626,3,5020,1280,18847,0.03,24,0.36
3627,17,5022,1281,2455991,0.01,47,0.59
3627,15,5024,1281,44153,0.07,17,0.06
3627,3,5021,1281,16327,0.04,31,0.37
3627,10,5023,1281,12175,0.07,21,0.61
3628,4,5025,1279,8342155,0.02,6,0.06
3629,14,5026,1260,1393453,0.01,50,0.05
3629,4,5027,1260,237728,0.04,49,0.83
3629,5,5027,1260,123376,0.06,38,0.55
363,4,484,145,2407693,0.04,25,0.57
363,14,483,145,642087,0.02,9,0.41
363,5,482,145,324573,0.09,32,0.69
363,16,482,145,6302,0.07,27,0.81
3630,6,5028,1274,13468,0.01,29,0.38
3631,4,5029,1268,36711415,0.02,33,0.55
3632,11,5030,1280,5445992,0.08,31,0.77
3633,3,5031,1274,116926,0.02,41,0.38
3634,3,5032,1271,13645,0.01,41,0.04
3634,6,5033,1271,12181,0.05,24,0.38
3635,2,5034,1270,20357,0.01,18,0.58
3636,6,5035,1262,28775,0.02,42,0.37
3637,15,5036,1280,17177,0.01,6,0.06
3638,6,5037,1266,3643,0.04,5,0.36
3639,10,5038,1266,217326,0.0,35,0.61
3639,8,5039,1266,62329,0.0,20,0.51
3639,5,5040,1266,4034,0.03,2,0.05
364,13,485,140,10949,0.04,31,0.48
3640,2,5041,1267,160887,0.07,9,0.56
3640,3,5042,1267,3764,0.01,11,0.36
3641,12,5043,1270,16156,0.0,36,0.39
3642,8,5044,1259,91731,0.05,19,0.45
3643,4,5046,1283,27531925,0.04,26,0.59
3643,6,5045,1283,20295,0.02,29,0.37
3643,12,5045,1283,12949,0.04,41,0.37
3644,6,5047,1284,8884,0.08,18,0.36
3645,4,5050,1285,2115242,0.04,38,0.56
3645,6,5049,1285,141158,0.01,24,0.36
3645,15,5051,1285,124668,0.01,9,
3646,11,5053,1286,8252392,0.04,37,0.66
3646,2,5052,1286,16918,0.09,20,0.58
3647,2,5054,1285,7719,0.03,17,0.06
3648,11,5056,1287,934216,0.02,6,0.76
3648,15,5055,1287,722359,0.07,36,0.58
3649,3,5058,1288,4139,0.09,22,0.37
3649,2,5057,1288,1307,0.02,24,0.57
365,9,486,144,28317,0.0,31,0.38
3650,9,6795,1683,335354,0.07,22,0.39
3650,17,5059,1288,235415,0.03,26,0.36
3650,13,6796,1683,6938,0.08,26,0.44
3651,6,5060,1289,155818,0.0,50,0.04
3652,6,5061,1286,137056,0.01,31,0.38
3652,6,5062,1286,17298,0.08,29,0.36
3653,4,5063,1287,13729455,0.0,44,0.57
3654,3,5064,1287,8802,0.0,40,0.36
3654,15,5065,1287,800,0.01,32,0.06
3655,5,5066,1290,38169,0.04,8,0.44
3656,17,5068,1287,1513711,0.03,49,0.57
3656,5,5067,1287,100942,0.02,35,0.42
3657,1,5069,1291,103009,0.09,40,0.67
3658,13,5071,1292,10589,0.08,39,0.54
3658,3,5070,1292,887,0.06,47,0.37
3659,15,5072,1292,910727,0.07,34,
366,6,489,146,13067,0.05,19,0.37
366,13,489,146,7762,0.01,21,0.56
366,5,488,146,6741,0.04,15,0.49
366,3,487,146,17,0.07,6,0.39
3660,13,5073,1284,7139,0.09,27,0.58
3661,2,5074,1291,159686,0.05,37,0.59
3661,13,5075,1291,7836,0.06,12,0.48
3662,11,5076,1287,3300216,0.01,20,0.77
3662,3,5077,1287,33154,0.05,23,0.38
3663,3,5078,1290,2513,0.01,38,0.39
3664,6,5079,1293,22668,0.04,41,0.38
3665,8,5080,1294,40114,0.01,10,0.74
3666,1,5081,1285,4674,0.01,19,0.78
3667,17,5082,1291,2153226,0.09,44,0.37
3667,6,5083,1291,1071964,0.01,1,0.36
3668,8,5085,1287,122008,0.0,42,0.04
3668,2,5085,1287,70954,0.07,12,0.57
3669,4,5086,1284,6063985,0.09,20,0.38
367,9,490,135,44039,0.05,45,0.39
367,13,491,135,9699,0.02,27,0.56
3670,4,5087,1290,1108366,0.05,20,0.55
3671,2,5088,1286,73425,0.08,17,0.56
3672,1,5089,1285,74149,0.08,8,
3673,11,5091,1290,5238192,0.08,47,0.69
3673,3,5090,1290,76841,0.01,12,0.04
3674,16,5092,1287,60022,0.08,50,0.06
3675,4,5094,1290,9241115,0.06,9,0.57
3675,7,5093,1290,12521,0.01,45,0.39
3676,8,5095,1294,244026,0.0,50,0.55
3676,8,5095,1294,100819,0.03,23,0.55
3677,5,5096,1295,1694,0.01,19,0.45
3678,4,5098,1289,6944092,0.06,45,0.57
3679,4,5100,1284,1407515,0.0,43,0.39
3679,6,5099,1284,6683,0.02,12,0.04
368,3,492,147,59043,0.09,46,0.04
368,3,493,147,21633,0.0,8,0.39
3680,4,5102,1284,31001115,0.02,22,0.06
3680,8,5101,1284,27314,0.02,40,0.66
3681,13,5104,1284,37145,0.01,10,0.59
3681,8,5103,1284,5735,0.06,7,0.52
3682,1,5106,1297,36469,0.06,22,0.58
3682,8,5107,1297,863,0.0,16,0.66
3683,1,5108,1295,1272395,0.08,47,0.08
3684,6,5109,1293,27263,0.04,43,0.37
3685,1,5110,1285,5464,0.01,39,0.81
3686,16,5111,1290,80333,0.09,1,0.83
3686,8,5111,1290,67293,0.0,31,0.68
3687,13,5112,1287,10992,0.06,27,0.51
3688,9,5113,1292,15029,0.03,35,0.39
3689,1,5114,1298,350049,0.09,32,0.78
369,5,495,139,360988,0.07,42,0.74
369,8,494,139,315275,0.04,38,0.45
3690,12,5115,1286,22334,0.01,39,0.39
3691,1,5116,1290,38028,0.08,30,0.59
3692,12,5117,1291,6784,0.07,24,0.36
3693,2,5118,1287,12235,0.02,11,0.58
3693,1,5118,1287,9603,0.01,6,0.06
3694,4,5120,1296,25609395,0.06,24,0.06
3694,3,5119,1296,2789,0.08,6,0.38
3695,4,5122,1295,9279875,0.0,5,0.56
3695,7,5121,1295,4346,0.0,27,0.37
3696,15,5123,1296,357523,0.04,30,0.69
3697,8,5124,1299,66216,0.07,25,0.04
3698,3,5125,1300,564218,0.09,19,0.38
3699,3,5126,1301,13304,0.07,48,0.36
37,6,49,28,12962,0.05,22,0.36
370,6,496,148,18805,0.04,26,0.37
3700,8,5127,1302,55421,0.05,10,0.62
3701,15,5128,1303,77574,0.02,8,0.66
3701,16,5129,1303,23834,0.06,26,0.56
3702,13,5130,1300,6864,0.07,3,0.59
3702,3,5130,1300,6772,0.01,28,0.37
3703,5,5131,1299,87552,0.09,24,0.67
3704,6,5132,1304,40553,0.04,11,0.38
3705,6,5133,1305,22072021,0.07,2,0.04
3706,2,5134,1306,186612,0.07,15,0.46
3707,17,5136,1307,283594,0.05,49,0.37
3707,8,5135,1307,52249,0.08,12,0.66
3707,6,5137,1307,12376,0.04,12,0.36
3708,3,5138,1299,1121961,0.07,6,0.37
3709,13,5139,1308,7475,0.06,31,0.41
371,8,497,139,16816,0.07,42,0.55
3710,11,5140,1309,1111008,0.09,10,0.65
3711,3,5142,1302,175108,0.0,28,0.39
3711,5,5143,1302,22537,0.04,18,0.55
3711,3,5141,1302,1564,0.08,3,0.04
3712,13,5144,1299,148672,0.0,32,0.58
3712,16,5144,1299,55804,0.05,45,0.06
3713,1,5145,1307,2783,0.09,2,0.06
3714,2,5148,1302,250748,0.04,42,0.56
3715,6,5149,1310,15016,0.09,21,0.35
3716,6,5153,1306,41893,0.03,13,0.04
3717,3,5154,1299,67644,0.07,20,0.37
3717,13,5156,1299,52682,0.06,15,0.56
3717,6,5155,1299,12802,0.02,10,0.38
3718,4,5157,1310,7679512,0.0,43,0.59
3719,10,5158,1312,507407,0.0,46,0.78
3719,8,5159,1312,152667,0.01,31,0.71
372,1,499,135,74412,0.01,33,0.61
372,15,498,135,52039,0.07,17,0.56
3720,6,5161,1304,11267,0.09,19,0.36
3720,9,5160,1304,7741,0.05,5,0.38
3721,14,5162,1309,61414,0.09,3,0.46
3722,9,5163,1304,2232,0.01,24,0.39
3723,4,5167,1310,4697032,0.0,43,0.06
3723,16,5166,1310,25917,0.01,45,0.56
3723,5,5165,1310,18733,0.03,7,0.58
3723,12,5164,1310,1019,0.0,37,0.39
3724,12,5168,1309,1342,0.03,4,0.37
3725,8,5169,1308,32057,0.09,32,0.55
3726,5,5170,1312,13871,0.09,23,0.41
3727,17,5171,1310,2918649,0.05,38,0.04
3728,12,5172,1309,5379,0.03,18,0.36
3729,13,5174,1595,49343,0.07,26,0.44
3729,6,5173,1313,35496,0.07,43,0.35
3729,6,5174,1313,13097,0.09,26,0.36
373,6,500,142,2933,0.04,48,0.04
3730,16,5175,1314,45908,0.04,34,0.06
3731,13,5176,1314,1937,0.06,20,0.47
3732,10,5177,1302,673007,0.05,46,0.65
3733,4,5178,1314,5533415,0.08,33,0.83
3733,9,5847,1427,14212,0.01,13,0.39
3734,4,5181,1310,1699983,0.01,37,0.83
3734,6,5179,1310,15252,0.03,22,0.37
3734,6,5180,1310,716,0.05,14,0.38
3735,7,5182,1299,4354,0.0,34,0.81
3736,6,5183,1309,33027,0.07,50,0.37
3737,4,5184,1303,4483665,0.03,3,0.57
3738,1,5185,1310,84151,0.05,49,0.58
3739,9,5186,1306,7107,0.08,20,0.39
374,4,502,147,7824505,0.06,14,0.59
374,6,502,147,7928,0.08,44,0.37
374,6,501,147,5093,0.06,9,0.04
3740,3,5187,1310,17628,0.07,31,0.36
3741,17,5188,1303,871846,0.09,30,0.56
3741,6,5189,1303,13588,0.05,26,0.38
3742,3,5190,1312,48798,0.01,38,0.38
3743,6,5191,1310,25492,0.01,45,0.36
3744,3,5195,1309,704661,0.08,24,0.38
3745,13,5196,1299,1474,0.08,5,0.56
3746,6,5198,1308,62839,0.01,22,0.04
3746,8,5197,1308,42314,0.03,26,0.37
3746,2,5199,1308,16249,0.03,2,0.57
3747,12,5201,1303,13671,0.04,45,0.37
3747,3,5200,1303,13315,0.05,21,0.04
3748,11,5203,1303,8014624,0.08,45,0.68
3748,5,5202,1303,2863,0.09,11,0.53
3749,11,5204,1306,1339024,0.03,7,0.77
375,5,503,149,22618,0.01,44,0.47
3750,6,5205,1315,72543,0.0,23,0.04
3751,16,5206,1305,13096,0.05,42,0.84
3752,11,5208,1306,4982944,0.07,30,0.68
3752,17,5207,1306,1103975,0.06,29,0.59
3753,13,5209,1316,20805,0.01,33,0.06
3753,12,5209,1316,3177,0.04,12,0.39
3754,8,5210,1316,82747,0.0,25,0.64
3755,1,5211,1317,701742,0.08,50,0.73
3755,2,7062,1719,43473,0.03,39,0.42
3756,1,5213,1318,65145,0.07,39,0.59
3757,6,5215,1319,1051973,0.01,1,0.36
3757,3,5214,1319,53625,0.06,34,0.37
3758,3,5216,1320,18999,0.03,13,0.35
3759,5,5217,1321,20106,0.08,25,0.49
376,4,504,150,18569695,0.0,17,0.57
3760,16,5218,1322,45926,0.08,46,0.59
3761,6,5219,1317,41035,0.01,48,0.04
3762,4,5220,1322,901374,0.01,5,0.59
3763,13,5221,1321,5135,0.02,19,0.56
3764,8,5222,1318,18289,0.07,7,0.75
3765,6,5223,1318,19821,0.01,28,0.37
3765,6,5223,1318,14865,0.01,20,0.37
3766,1,5225,1320,1565524,0.09,38,0.58
3766,7,5224,1320,1051963,0.03,1,0.08
3766,12,5225,1320,1648,0.06,5,0.37
3767,3,5226,1321,18973,0.01,7,0.39
3767,6,5227,1321,2788,0.06,40,0.39
3768,11,5228,1323,217061,0.01,6,0.62
3769,8,5231,1320,351912,0.09,46,0.76
3769,13,5232,1320,10833,0.0,37,0.56
377,6,505,147,24119,0.08,43,0.36
3770,15,5233,1317,39506,0.02,14,0.78
3771,8,5235,1323,76704,0.02,37,0.48
3771,8,5234,1323,25412,0.06,12,0.65
3772,4,5236,1319,60721875,0.09,37,0.59
3773,11,5238,1321,371104,0.04,17,0.77
3773,8,5237,1321,193645,0.01,46,0.64
3774,11,5239,1320,278903,0.05,7,0.71
3775,8,5240,1323,40388,0.07,10,0.42
3776,2,5241,1317,329113,0.09,49,0.59
3776,5,5242,1317,73696,0.01,40,0.49
3777,3,5243,1317,233306,0.08,35,0.04
3778,3,5244,1319,26758,0.03,17,0.39
3779,15,5245,1319,55568,0.01,2,0.57
378,10,506,146,417752,0.04,30,0.77
378,15,507,146,335108,0.05,26,0.74
3780,1,5246,1324,48663,0.03,44,0.59
3781,4,5247,1323,1403027,0.01,27,0.56
3782,3,5248,1325,18838,0.04,38,0.36
3783,4,5249,1326,881501,0.02,28,0.39
3783,4,5250,1326,660059,0.05,36,0.83
3783,6,5250,1326,16172,0.09,25,0.37
3784,8,5251,1323,13891,0.09,7,0.68
3785,12,5252,1326,16257,0.02,42,0.37
3786,2,5253,1319,19622,0.05,13,0.43
3786,6,5254,1319,4976,0.05,11,0.36
3787,13,5255,1317,67065,0.08,42,0.55
3788,17,5256,1320,279741,0.06,31,0.36
3789,8,5257,1321,8993,0.03,14,0.68
379,6,508,147,15911,0.07,29,0.36
3790,4,5258,1319,340952,0.09,20,0.37
3791,4,5259,1323,8315805,0.01,44,0.57
3792,1,5261,1323,63634,0.08,42,0.81
3792,6,5260,1323,33761,0.03,27,0.38
3793,6,5262,1325,28919,0.01,40,0.37
3793,8,5262,1325,9882,0.09,13,0.69
3794,8,5263,1324,19607,0.05,17,0.64
3795,6,5264,1323,7579,0.09,11,0.37
3795,3,5264,1323,1345,0.0,1,0.37
3796,12,5265,1318,4655,0.0,12,0.38
3797,4,5266,1324,14995275,0.09,29,0.56
3798,11,5267,1318,191761,0.03,15,0.63
3799,8,5268,1318,249297,0.06,33,0.65
38,5,50,29,11897,0.09,12,0.55
