Order_Date,Order_Priority,Ord_id
2009-12-22,NOT SPECIFIED,1725
2012-07-26,LOW,1726
2009-08-05,MEDIUM,1727
2011-01-29,MEDIUM,1728
2010-09-21,NOT SPECIFIED,1729
2010-08-03,HIGH,1730
2012-07-25,HIGH,1731
2010-01-26,LOW,1732
2012-01-16,CRITICAL,1733
2011-06-19,MEDIUM,1734
2010-06-09,MEDIUM,1735
2011-11-26,HIGH,1736
2012-08-05,HIGH,1737
2011-02-15,LOW,1738
2011-05-26,HIGH,1739
2009-11-08,LOW,1740
2012-09-13,LOW,1741
2009-10-28,HIGH,1742
2012-06-08,MEDIUM,1743
2010-12-02,NOT SPECIFIED,1744
2012-10-17,MEDIUM,1745
2012-09-21,NOT SPECIFIED,1746
2011-07-12,HIGH,1747
2011-05-22,MEDIUM,1748
2011-11-10,LOW,1749
2009-09-18,HIGH,1750
2009-02-24,CRITICAL,1751
2009-03-20,NOT SPECIFIED,1752
2012-05-17,HIGH,1753
2010-02-17,CRITICAL,1754
2009-08-02,CRITICAL,1755
2009-03-17,MEDIUM,1756
2009-01-09,LOW,1757
2012-09-02,HIGH,1758
2009-04-09,NOT SPECIFIED,1759
2009-04-06,LOW,1760
2009-12-09,MEDIUM,1761
2009-04-01,NOT SPECIFIED,1762
2010-08-05,CRITICAL,1763
2010-09-28,LOW,1764
2010-06-17,LOW,1765
2010-05-10,NOT SPECIFIED,1766
2012-12-09,CRITICAL,1767
2012-04-09,MEDIUM,1768
2009-11-20,CRITICAL,1769
2009-07-26,MEDIUM,1770
2009-04-02,MEDIUM,1771
2011-06-01,HIGH,1772
2009-12-02,LOW,1773
2011-03-15,LOW,1774
2011-12-20,MEDIUM,1775
2012-01-05,HIGH,1776
2010-10-10,NOT SPECIFIED,1777
2012-04-09,MEDIUM,1778
2012-07-22,NOT SPECIFIED,1779
2009-09-23,LOW,1780
2010-01-20,MEDIUM,1781
2012-03-16,HIGH,1782
2011-09-10,CRITICAL,1783
2010-04-18,NOT SPECIFIED,1784
2012-12-06,MEDIUM,1785
2009-01-24,MEDIUM,1786
2010-03-07,NOT SPECIFIED,1787
2010-02-27,LOW,1788
2010-08-16,LOW,1789
2009-12-20,HIGH,1790
2009-12-05,MEDIUM,1791
2010-06-27,NOT SPECIFIED,1792
2009-05-13,MEDIUM,1793
2011-02-25,LOW,1794
2011-06-05,LOW,1795
2010-03-13,MEDIUM,1796
2009-09-19,NOT SPECIFIED,1797
2010-02-25,LOW,1798
2011-03-20,HIGH,1799
2012-11-10,CRITICAL,1800
2010-11-29,MEDIUM,1801
2011-07-14,NOT SPECIFIED,1802
2012-05-12,MEDIUM,1803
2009-12-28,LOW,1804
2009-03-15,MEDIUM,1805
2011-03-01,CRITICAL,1806
2012-07-13,MEDIUM,1807
2011-11-16,HIGH,1808
2012-07-19,MEDIUM,1809
2012-09-03,HIGH,1810
2012-09-19,LOW,1811
2009-04-01,MEDIUM,1812
2010-01-03,MEDIUM,1813
2011-01-24,NOT SPECIFIED,1814
2010-05-17,CRITICAL,1815
2011-09-23,LOW,1816
2011-09-15,MEDIUM,1817
2012-12-21,MEDIUM,1818
2009-10-31,CRITICAL,1819
2012-01-05,HIGH,1820
2009-04-22,MEDIUM,1821
2011-07-16,LOW,1822
2010-06-30,HIGH,1823
2009-07-24,NOT SPECIFIED,1824
2010-10-15,LOW,1825
2009-02-26,MEDIUM,1826
2012-10-22,LOW,1827
2009-04-14,LOW,1828
2010-09-08,CRITICAL,1829
2010-09-17,LOW,1830
2011-08-06,NOT SPECIFIED,1831
2009-06-10,HIGH,1832
2012-08-20,MEDIUM,1833
2010-03-15,NOT SPECIFIED,1834
2012-11-01,LOW,1835
2012-07-26,NOT SPECIFIED,1836
2010-05-15,HIGH,1837
2012-10-28,LOW,1838
2009-05-21,CRITICAL,1839
2011-09-02,NOT SPECIFIED,1840
2012-10-09,HIGH,1841
2009-12-19,MEDIUM,1842
2012-03-03,MEDIUM,1843
2012-09-14,HIGH,1844
2012-11-08,NOT SPECIFIED,1845
2010-02-23,MEDIUM,1846
2010-03-12,NOT SPECIFIED,1847
2011-08-23,LOW,1848
2012-06-11,MEDIUM,1849
2010-03-16,LOW,1850
2012-10-04,NOT SPECIFIED,1851
2010-12-05,LOW,1852
2009-01-06,LOW,1853
2009-06-02,CRITICAL,1854
2009-10-22,HIGH,1855
2010-10-22,NOT SPECIFIED,1856
2012-02-09,NOT SPECIFIED,1857
2011-11-01,CRITICAL,1858
2011-01-13,HIGH,1859
2009-04-29,NOT SPECIFIED,1860
2010-08-04,CRITICAL,1861
2012-04-22,LOW,1862
2009-02-26,CRITICAL,1863
2010-01-08,CRITICAL,1864
2010-09-15,MEDIUM,1865
2009-06-02,NOT SPECIFIED,1866
2010-02-25,MEDIUM,1867
2010-05-23,NOT SPECIFIED,1868
2010-07-25,CRITICAL,1869
2011-01-20,CRITICAL,1870
2010-01-02,LOW,1871
2011-03-17,CRITICAL,1872
2009-09-30,NOT SPECIFIED,1873
2011-05-19,MEDIUM,1874
2009-04-08,LOW,1875
2010-02-11,HIGH,1876
2010-05-31,LOW,1877
2012-09-22,NOT SPECIFIED,1878
2012-06-02,LOW,1879
2012-12-09,NOT SPECIFIED,1880
2012-02-09,LOW,1881
2012-08-21,CRITICAL,1882
2010-10-20,LOW,1883
2010-03-24,MEDIUM,1884
2012-06-27,LOW,1885
2012-06-19,LOW,1886
2012-04-04,CRITICAL,1887
2012-06-02,MEDIUM,1888
2009-03-18,HIGH,1889
2012-05-13,HIGH,1890
2011-10-18,HIGH,1891
2012-06-24,NOT SPECIFIED,1892
2012-08-12,HIGH,1893
2010-10-16,NOT SPECIFIED,1894
2009-06-22,LOW,1895
2009-06-15,CRITICAL,1896
2011-12-21,NOT SPECIFIED,1897
2011-06-28,LOW,1898
2009-08-14,HIGH,1899
2012-01-05,MEDIUM,1900
2012-08-23,MEDIUM,1901
2009-05-27,NOT SPECIFIED,1902
2010-09-01,LOW,1903
2012-08-05,HIGH,1904
2010-07-16,MEDIUM,1905
2011-12-08,MEDIUM,1906
2009-01-19,CRITICAL,1907
2012-07-29,HIGH,1908
2010-04-29,MEDIUM,1909
2012-12-09,LOW,1910
2009-07-27,MEDIUM,1911
2010-01-15,CRITICAL,1912
2009-06-15,NOT SPECIFIED,1913
2010-11-03,HIGH,1914
2012-10-28,HIGH,1915
2010-12-01,HIGH,1916
2011-05-21,NOT SPECIFIED,1917
2012-09-02,CRITICAL,1918
2011-01-16,CRITICAL,1919
2010-09-12,LOW,1920
2012-04-27,LOW,1921
2011-12-31,HIGH,1922
2010-11-06,LOW,1923
2011-01-31,HIGH,1924
2011-10-30,HIGH,1925
2010-06-26,HIGH,1926
2010-03-09,LOW,1927
2010-10-31,MEDIUM,1928
2009-07-29,MEDIUM,1929
2009-07-26,LOW,1930
2009-01-11,NOT SPECIFIED,1931
2011-02-02,CRITICAL,1932
2011-02-18,CRITICAL,1933
2009-05-14,NOT SPECIFIED,1934
2010-09-10,HIGH,1935
2010-04-15,NOT SPECIFIED,1936
2011-12-29,HIGH,1937
2010-09-29,NOT SPECIFIED,1938
2009-02-21,CRITICAL,1939
2009-05-18,MEDIUM,1940
2009-10-26,HIGH,1941
2009-03-24,CRITICAL,1942
2010-12-25,CRITICAL,1943
2012-04-22,HIGH,1944
2010-11-17,NOT SPECIFIED,1945
2010-12-19,MEDIUM,1946
2012-09-11,CRITICAL,1947
2009-07-21,NOT SPECIFIED,1948
2011-06-14,NOT SPECIFIED,1949
2009-10-04,LOW,1950
2011-08-21,MEDIUM,1951
2011-08-21,LOW,1952
2011-01-24,MEDIUM,1953
2009-08-27,HIGH,1954
2010-03-09,MEDIUM,1955
2012-10-30,LOW,1956
2010-10-19,NOT SPECIFIED,1957
2011-02-21,CRITICAL,1958
2010-07-16,LOW,1959
2009-09-12,NOT SPECIFIED,1960
2009-05-11,LOW,1961
2012-01-03,LOW,1962
2011-12-21,HIGH,1963
2009-12-09,LOW,1964
2011-10-26,NOT SPECIFIED,1965
2009-08-31,NOT SPECIFIED,1966
2011-12-18,MEDIUM,1967
2010-01-17,NOT SPECIFIED,1968
2009-06-06,CRITICAL,1969
2011-05-08,HIGH,1970
2009-05-19,LOW,1971
2012-07-02,NOT SPECIFIED,1972
2011-05-27,MEDIUM,1973
2011-07-27,CRITICAL,1974
2011-11-26,NOT SPECIFIED,1975
2012-11-08,LOW,1976
2011-04-02,LOW,1977
2010-01-11,HIGH,1978
2010-02-13,NOT SPECIFIED,1979
2012-12-12,NOT SPECIFIED,1980
2010-06-10,MEDIUM,1981
2010-12-28,CRITICAL,1982
2010-10-16,LOW,1983
2010-03-16,HIGH,1984
2009-11-04,CRITICAL,1985
2009-06-22,MEDIUM,1986
2009-05-25,HIGH,1987
2010-12-20,NOT SPECIFIED,1988
2010-06-01,LOW,1989
2011-12-22,CRITICAL,1990
2010-11-25,LOW,1991
2010-01-07,MEDIUM,1992
2009-12-19,HIGH,1993
2012-01-23,NOT SPECIFIED,1994
2011-08-12,LOW,1995
2009-09-14,HIGH,1996
2012-12-23,NOT SPECIFIED,1997
2009-04-14,MEDIUM,1998
2011-02-13,MEDIUM,1999
2009-02-24,CRITICAL,2000
2011-10-26,CRITICAL,2001
2009-04-06,CRITICAL,2002
2012-05-13,CRITICAL,2003
2010-10-07,NOT SPECIFIED,2004
2009-03-29,HIGH,2005
2012-09-04,LOW,2006
2011-04-29,LOW,2007
2011-04-24,HIGH,2008
2012-05-13,HIGH,2009
2011-12-30,LOW,2010
2011-06-29,CRITICAL,2011
2010-06-15,LOW,2012
2010-05-14,MEDIUM,2013
2010-04-03,LOW,2014
2010-08-17,HIGH,2015
2010-05-30,MEDIUM,2016
2012-01-16,HIGH,2017
2010-11-30,CRITICAL,2018
2011-12-29,CRITICAL,2019
2009-07-28,CRITICAL,2020
2010-10-13,MEDIUM,2021
2009-05-05,MEDIUM,2022
2012-03-28,MEDIUM,2023
2009-08-16,LOW,2024
2010-06-10,HIGH,2025
2012-02-15,MEDIUM,2026
2012-06-16,MEDIUM,2027
2012-09-27,LOW,2028
2010-09-26,LOW,2029
2011-03-20,LOW,2030
2010-05-06,LOW,2031
2009-01-09,NOT SPECIFIED,2032
2011-02-24,HIGH,2033
2011-11-30,NOT SPECIFIED,2034
2009-07-31,CRITICAL,2035
2010-07-26,HIGH,2036
2012-10-12,HIGH,2037
2009-07-08,LOW,2038
2012-09-20,CRITICAL,2039
2012-06-10,CRITICAL,2040
2012-08-27,HIGH,2041
2009-06-07,LOW,2042
2010-07-25,HIGH,2043
2009-01-07,LOW,2044
2010-05-12,LOW,2045
2009-11-10,LOW,2046
2009-08-22,CRITICAL,2047
2010-10-16,MEDIUM,2048
2011-03-21,CRITICAL,2049
2012-09-01,MEDIUM,2050
2010-06-21,HIGH,2051
2012-01-27,MEDIUM,2052
2009-09-01,CRITICAL,2053
2011-10-25,MEDIUM,2054
2010-03-03,MEDIUM,2055
2011-03-03,LOW,2056
2011-02-14,NOT SPECIFIED,2057
2012-09-25,NOT SPECIFIED,2058
2011-11-11,MEDIUM,2059
2009-06-24,MEDIUM,2060
2011-07-27,CRITICAL,2061
2012-02-14,HIGH,2062
2012-12-03,CRITICAL,2063
2010-01-14,CRITICAL,2064
2011-06-03,HIGH,2065
2012-11-30,HIGH,2066
2010-06-02,HIGH,2067
2009-08-31,MEDIUM,2068
2012-10-14,HIGH,2069
2009-06-02,MEDIUM,2070
2009-06-29,HIGH,2071
2010-06-28,LOW,2072
2009-01-16,CRITICAL,2073
2010-10-28,NOT SPECIFIED,2074
2009-02-08,NOT SPECIFIED,2075
2011-11-09,CRITICAL,2076
2012-03-16,CRITICAL,2077
2009-09-30,CRITICAL,2078
2009-06-11,HIGH,2079
2012-01-12,LOW,2080
2010-03-24,NOT SPECIFIED,2081
2011-11-22,MEDIUM,2082
2009-05-28,MEDIUM,2083
2011-06-25,LOW,2084
2010-04-05,LOW,2085
2011-01-06,MEDIUM,2086
2012-08-10,LOW,2087
2009-12-23,NOT SPECIFIED,2088
2012-08-09,LOW,2089
2011-06-16,CRITICAL,2090
2009-03-17,NOT SPECIFIED,2091
2011-04-28,HIGH,2092
2010-02-24,LOW,2093
2009-09-11,CRITICAL,2094
2010-07-05,NOT SPECIFIED,2095
2012-06-12,LOW,2096
2010-03-27,HIGH,2097
2010-03-03,LOW,2098
2012-09-24,NOT SPECIFIED,2099
2010-04-23,NOT SPECIFIED,2100
2011-08-17,MEDIUM,2101
2011-04-18,HIGH,2102
2009-01-01,NOT SPECIFIED,2103
2011-05-09,HIGH,2104
2011-08-04,HIGH,2105
2012-06-26,NOT SPECIFIED,2106
2012-02-12,MEDIUM,2107
2011-08-04,NOT SPECIFIED,2108
2011-12-10,NOT SPECIFIED,2109
2011-02-24,MEDIUM,2110
2010-07-18,CRITICAL,2111
2011-12-06,NOT SPECIFIED,2112
2012-02-27,LOW,2113
2009-10-04,LOW,2114
2010-12-03,NOT SPECIFIED,2115
2012-02-27,HIGH,2116
2009-12-20,CRITICAL,2117
2010-09-19,LOW,2118
2010-05-07,MEDIUM,2119
2009-06-20,NOT SPECIFIED,2120
2009-03-13,MEDIUM,2121
2010-05-11,MEDIUM,2122
2011-01-03,MEDIUM,2123
2012-11-06,MEDIUM,2124
2011-11-22,HIGH,2125
2010-08-18,NOT SPECIFIED,2126
2011-02-06,MEDIUM,2127
2009-10-10,CRITICAL,2128
2012-02-07,HIGH,2129
2012-01-20,HIGH,2130
2011-10-03,MEDIUM,2131
2011-06-14,CRITICAL,2132
2009-06-22,CRITICAL,2133
2012-07-22,CRITICAL,2134
2011-01-06,HIGH,2135
2010-08-28,CRITICAL,2136
2010-05-18,LOW,2137
2011-10-28,LOW,2138
2011-11-19,NOT SPECIFIED,2139
2012-12-14,MEDIUM,2140
2011-12-19,MEDIUM,2141
2011-03-18,CRITICAL,2142
2012-05-31,HIGH,2143
2011-07-15,HIGH,2144
2010-06-14,HIGH,2145
2011-06-06,LOW,2146
2010-06-22,NOT SPECIFIED,2147
2012-02-01,CRITICAL,2148
2010-01-16,CRITICAL,2149
2009-08-14,HIGH,2150
2012-03-30,CRITICAL,2151
2011-05-21,LOW,2152
2010-04-17,MEDIUM,2153
2011-03-02,HIGH,2154
2010-10-06,NOT SPECIFIED,2155
2011-04-21,NOT SPECIFIED,2156
2012-10-29,LOW,2157
2010-07-15,LOW,2158
2012-01-23,MEDIUM,2159
2010-06-16,NOT SPECIFIED,2160
2010-06-19,CRITICAL,2161
2012-09-10,HIGH,2162
2009-01-12,CRITICAL,2163
2012-06-18,CRITICAL,2164
2010-05-26,HIGH,2165
2009-10-30,HIGH,2166
2009-08-22,NOT SPECIFIED,2167
2010-04-01,HIGH,2168
2010-05-12,MEDIUM,2169
2010-03-24,CRITICAL,2170
2012-01-24,LOW,2171
2011-12-02,CRITICAL,2172
2011-03-02,CRITICAL,2173
2011-09-11,HIGH,2174
2010-07-25,LOW,2175
2010-07-13,LOW,2176
2009-04-19,HIGH,2177
2011-05-23,NOT SPECIFIED,2178
2011-12-20,CRITICAL,2179
2012-02-05,MEDIUM,2180
2009-01-13,CRITICAL,2181
2010-12-11,CRITICAL,2182
2009-10-29,CRITICAL,2183
2012-04-08,NOT SPECIFIED,2184
2011-08-15,HIGH,2185
2012-02-11,HIGH,2186
2011-03-23,NOT SPECIFIED,2187
2009-05-23,HIGH,2188
2011-09-09,MEDIUM,2189
2011-03-08,CRITICAL,2190
2012-05-16,MEDIUM,2191
2009-09-29,HIGH,2192
2010-10-24,HIGH,2193
2009-07-06,MEDIUM,2194
2012-02-14,NOT SPECIFIED,2195
2010-11-14,NOT SPECIFIED,2196
2010-12-09,MEDIUM,2197
2012-10-07,HIGH,2198
2010-02-08,CRITICAL,2199
2010-10-30,HIGH,2200
2011-12-25,HIGH,2201
2010-03-19,LOW,2202
2011-12-14,NOT SPECIFIED,2203
2009-09-21,LOW,2204
2009-12-27,LOW,2205
2011-12-20,CRITICAL,2206
2011-12-25,MEDIUM,2207
2010-11-24,LOW,2208
2011-12-22,HIGH,2209
2011-09-14,NOT SPECIFIED,2210
2009-06-14,CRITICAL,2211
2009-06-15,NOT SPECIFIED,2212
2009-08-25,HIGH,2213
2011-12-30,NOT SPECIFIED,2214
2010-04-06,MEDIUM,2215
2010-11-25,LOW,2216
2010-08-11,NOT SPECIFIED,2217
2012-02-15,LOW,2218
2010-06-04,LOW,2219
2011-04-18,CRITICAL,2220
2012-02-10,MEDIUM,2221
2009-10-01,LOW,2222
2011-09-07,HIGH,2223
2009-12-19,NOT SPECIFIED,2224
2009-04-06,MEDIUM,2225
2012-08-07,LOW,2226
2009-12-08,NOT SPECIFIED,2227
2010-05-12,MEDIUM,2228
2011-03-26,CRITICAL,2229
2009-10-01,HIGH,2230
2010-03-19,LOW,2231
2012-10-27,HIGH,2232
2012-03-08,MEDIUM,2233
2012-01-18,CRITICAL,2234
2011-06-12,LOW,2235
2011-08-24,LOW,2236
2012-04-03,LOW,2237
2011-11-06,MEDIUM,2238
2009-09-01,NOT SPECIFIED,2239
2011-10-05,NOT SPECIFIED,2240
2010-01-25,HIGH,2241
2010-05-20,LOW,2242
2012-07-02,LOW,2243
2010-10-10,MEDIUM,2244
2011-09-22,CRITICAL,2245
2011-12-10,NOT SPECIFIED,2246
2012-03-26,LOW,2247
2011-10-10,LOW,2248
2012-10-21,MEDIUM,2249
2010-02-01,NOT SPECIFIED,2250
2011-07-15,LOW,2251
2009-04-13,CRITICAL,2252
2011-01-02,LOW,2253
2011-09-10,CRITICAL,2254
2010-06-29,NOT SPECIFIED,2255
2010-05-13,MEDIUM,2256
2010-01-13,LOW,2257
2012-04-24,MEDIUM,2258
2012-01-15,CRITICAL,2259
2012-05-17,CRITICAL,2260
2010-05-09,NOT SPECIFIED,2261
2009-07-24,LOW,2262
2012-05-27,MEDIUM,2263
2012-08-20,HIGH,2264
2012-09-09,MEDIUM,2265
2010-03-25,CRITICAL,2266
2012-04-12,CRITICAL,2267
2011-02-25,LOW,2268
2009-10-05,CRITICAL,2269
2009-05-20,HIGH,2270
2011-01-22,NOT SPECIFIED,2271
2012-04-23,MEDIUM,2272
2011-04-11,CRITICAL,2273
2011-03-04,CRITICAL,2274
2009-05-21,HIGH,2275
2011-05-04,NOT SPECIFIED,2276
2012-10-30,LOW,2277
2009-02-06,CRITICAL,2278
2010-07-23,CRITICAL,2279
2009-08-15,CRITICAL,2280
2011-09-19,CRITICAL,2281
2010-10-04,CRITICAL,2282
2011-01-29,NOT SPECIFIED,2283
2011-08-26,LOW,2284
2011-12-07,CRITICAL,2285
2012-09-15,HIGH,2286
2012-03-03,HIGH,2287
2009-01-24,LOW,2288
2010-08-03,CRITICAL,2289
2012-08-04,HIGH,2290
2012-09-06,HIGH,2291
2012-07-19,MEDIUM,2292
2012-01-10,CRITICAL,2293
2009-11-23,LOW,2294
2011-04-28,LOW,2295
2011-07-27,LOW,2296
2011-03-21,LOW,2297
2011-02-14,MEDIUM,2298
2011-01-06,HIGH,2299
2012-02-19,LOW,2300
2009-11-04,CRITICAL,2301
2011-11-24,NOT SPECIFIED,2302
2009-11-02,CRITICAL,2303
2011-08-26,MEDIUM,2304
2010-09-26,CRITICAL,2305
2009-05-26,CRITICAL,2306
2010-05-08,MEDIUM,2307
2012-03-09,LOW,2308
2010-10-10,LOW,2309
2010-07-31,NOT SPECIFIED,2310
2009-05-14,NOT SPECIFIED,2311
2012-01-10,CRITICAL,2312
2010-07-03,LOW,2313
2010-07-24,HIGH,2314
2009-12-17,HIGH,2315
2012-04-24,HIGH,2316
2010-05-13,LOW,2317
2009-07-11,CRITICAL,2318
2011-01-23,HIGH,2319
2011-03-22,HIGH,2320
2009-04-10,MEDIUM,2321
2009-08-15,NOT SPECIFIED,2322
2009-05-28,LOW,2323
2009-01-09,NOT SPECIFIED,2324
2010-12-13,CRITICAL,2325
2010-12-17,LOW,2326
2011-10-20,NOT SPECIFIED,2327
2010-08-07,CRITICAL,2328
2011-05-24,CRITICAL,2329
2009-01-05,NOT SPECIFIED,2330
2012-04-30,CRITICAL,2331
2010-03-01,NOT SPECIFIED,2332
2010-04-16,HIGH,2333
2009-04-08,CRITICAL,2334
2010-12-04,MEDIUM,2335
2011-07-15,NOT SPECIFIED,2336
2012-10-29,NOT SPECIFIED,2337
2009-01-07,MEDIUM,2338
2012-01-29,LOW,2339
2012-04-10,LOW,2340
2012-10-23,MEDIUM,2341
2010-12-04,HIGH,2342
2011-04-29,MEDIUM,2343
2010-05-25,CRITICAL,2344
2009-10-04,NOT SPECIFIED,2345
2010-05-06,MEDIUM,2346
2012-07-02,NOT SPECIFIED,2347
2011-04-13,NOT SPECIFIED,2348
2012-01-05,LOW,2349
2010-09-24,MEDIUM,2350
2011-02-15,MEDIUM,2351
2010-03-28,LOW,2352
2011-12-24,MEDIUM,2353
2009-08-29,LOW,2354
2010-02-08,MEDIUM,2355
2010-12-28,LOW,2356
2009-10-28,CRITICAL,2357
2010-09-19,LOW,2358
2012-08-23,MEDIUM,2359
2009-10-07,MEDIUM,2360
2010-03-05,NOT SPECIFIED,2361
2012-01-30,CRITICAL,2362
2011-01-19,NOT SPECIFIED,2363
2009-07-02,MEDIUM,2364
2012-02-07,NOT SPECIFIED,2365
2011-11-08,CRITICAL,2366
2009-04-08,CRITICAL,2367
2011-10-05,LOW,2368
2009-03-22,NOT SPECIFIED,2369
2010-05-23,HIGH,2370
2010-10-06,HIGH,2371
2010-10-20,LOW,2372
2012-12-01,NOT SPECIFIED,2373
2012-03-14,MEDIUM,2374
2011-11-17,MEDIUM,2375
2012-07-30,MEDIUM,2376
2010-09-03,CRITICAL,2377
2011-10-01,CRITICAL,2378
2010-07-27,LOW,2379
2012-04-25,NOT SPECIFIED,2380
2012-07-23,CRITICAL,2381
2010-07-14,NOT SPECIFIED,2382
2009-12-03,NOT SPECIFIED,2383
2012-06-29,HIGH,2384
2009-06-09,CRITICAL,2385
2011-09-15,NOT SPECIFIED,2386
2011-08-11,LOW,2387
2011-09-22,LOW,2388
2011-10-20,NOT SPECIFIED,2389
2010-12-20,MEDIUM,2390
2009-02-24,CRITICAL,2391
2011-09-19,HIGH,2392
2010-03-07,NOT SPECIFIED,2393
2009-10-20,MEDIUM,2394
2011-08-08,LOW,2395
2010-12-26,LOW,2396
2012-06-08,HIGH,2397
2011-02-28,CRITICAL,2398
2009-02-08,MEDIUM,2399
2012-09-19,CRITICAL,2400
2011-10-25,LOW,2401
2009-11-29,HIGH,2402
2010-01-20,CRITICAL,2403
2011-02-03,LOW,2404
2009-05-28,MEDIUM,2405
2012-12-03,LOW,2406
2012-09-23,MEDIUM,2407
2009-04-04,HIGH,2408
2010-11-09,CRITICAL,2409
2009-03-27,MEDIUM,2410
2009-08-16,MEDIUM,2411
2010-01-10,LOW,2412
2010-07-16,LOW,2413
2011-05-20,NOT SPECIFIED,2414
2009-07-17,LOW,2415
2009-08-07,NOT SPECIFIED,2416
2012-07-16,LOW,2417
2009-06-04,NOT SPECIFIED,2418
2012-03-17,MEDIUM,2419
2010-01-10,MEDIUM,2420
2011-04-28,CRITICAL,2421
2012-09-02,LOW,2422
2010-07-28,CRITICAL,2423
2012-06-19,CRITICAL,2424
2009-12-30,LOW,2425
2010-11-27,HIGH,2426
2012-03-18,MEDIUM,2427
2012-01-08,NOT SPECIFIED,2428
2010-12-30,MEDIUM,2429
2012-09-16,HIGH,2430
2011-12-07,MEDIUM,2431
2012-12-27,LOW,2432
2009-03-14,CRITICAL,2433
2009-04-21,HIGH,2434
2012-03-31,NOT SPECIFIED,2435
2012-12-29,MEDIUM,2436
2010-08-16,LOW,2437
2010-01-29,MEDIUM,2438
2009-12-28,MEDIUM,2439
2012-05-07,MEDIUM,2440
2010-09-14,NOT SPECIFIED,2441
2011-08-13,CRITICAL,2442
2009-06-17,LOW,2443
2011-12-02,MEDIUM,2444
2010-10-31,HIGH,2445
2011-12-16,LOW,2446
2009-02-15,LOW,2447
2012-07-26,LOW,2448
2012-08-24,HIGH,2449
2010-11-21,CRITICAL,2450
2009-03-12,HIGH,2451
2012-03-01,HIGH,2452
2012-07-16,NOT SPECIFIED,2453
2011-02-10,CRITICAL,2454
2010-03-30,LOW,2455
2012-01-19,LOW,2456
2012-11-03,NOT SPECIFIED,2457
2012-08-21,CRITICAL,2458
2012-10-17,CRITICAL,2459
2010-05-14,MEDIUM,2460
2010-05-05,LOW,2461
2011-03-13,LOW,2462
2011-02-07,MEDIUM,2463
2009-07-24,CRITICAL,2464
2010-08-09,HIGH,2465
2009-04-15,NOT SPECIFIED,2466
2010-06-07,MEDIUM,2467
2011-05-08,MEDIUM,2468
2012-10-16,HIGH,2469
2010-02-17,HIGH,2470
2009-12-02,MEDIUM,2471
2009-05-13,NOT SPECIFIED,2472
2009-10-08,NOT SPECIFIED,2473
2012-09-08,CRITICAL,2474
2012-07-29,LOW,2475
2012-03-04,CRITICAL,2476
2011-09-09,LOW,2477
2009-01-21,LOW,2478
2009-12-26,CRITICAL,2479
2012-02-08,NOT SPECIFIED,2480
2009-03-30,CRITICAL,2481
2010-01-24,HIGH,2482
2011-04-30,CRITICAL,2483
2009-11-08,NOT SPECIFIED,2484
2010-11-14,HIGH,2485
2009-12-11,CRITICAL,2486
2009-01-16,CRITICAL,2487
2009-05-25,NOT SPECIFIED,2488
2009-07-06,MEDIUM,2489
2011-03-05,NOT SPECIFIED,2490
2012-09-25,NOT SPECIFIED,2491
2011-04-05,CRITICAL,2492
2011-12-11,CRITICAL,2493
2011-11-13,NOT SPECIFIED,2494
2011-01-10,CRITICAL,2495
2010-01-23,LOW,2496
2012-02-17,LOW,2497
2009-11-12,MEDIUM,2498
2010-06-19,NOT SPECIFIED,2499
2012-11-10,CRITICAL,2500
2010-08-22,HIGH,2501
2012-09-16,CRITICAL,2502
2009-07-03,LOW,2503
2012-09-01,CRITICAL,2504
2010-03-03,MEDIUM,2505
2010-11-01,LOW,2506
2009-08-21,HIGH,2507
2010-03-15,LOW,2508
2012-07-18,CRITICAL,2509
2010-02-21,CRITICAL,2510
2012-01-11,HIGH,2511
2009-04-03,HIGH,2512
2009-09-15,NOT SPECIFIED,2513
2009-09-11,CRITICAL,2514
2009-09-29,MEDIUM,2515
2012-04-27,LOW,2516
2011-02-12,NOT SPECIFIED,2517
2009-12-31,NOT SPECIFIED,2518
2010-09-20,NOT SPECIFIED,2519
2012-03-29,MEDIUM,2520
2011-10-03,HIGH,2521
2011-12-10,CRITICAL,2522
2010-01-11,LOW,2523
2012-08-09,HIGH,2524
2012-12-13,NOT SPECIFIED,2525
2009-08-06,LOW,2526
2011-06-15,HIGH,2527
2010-08-23,CRITICAL,2528
2011-02-10,LOW,2529
2010-12-20,HIGH,2530
2012-10-18,LOW,2531
2010-09-17,HIGH,2532
2010-11-23,MEDIUM,2533
2012-04-16,HIGH,2534
2011-08-20,HIGH,2535
2011-12-17,LOW,2536
2009-04-24,HIGH,2537
2012-08-02,CRITICAL,2538
2012-05-21,LOW,2539
2010-07-27,NOT SPECIFIED,2540
2011-01-04,NOT SPECIFIED,2541
2012-04-29,HIGH,2542
2012-11-05,HIGH,2543
2012-07-14,LOW,2544
2010-10-29,CRITICAL,2545
2011-11-29,CRITICAL,2546
2010-03-31,NOT SPECIFIED,2547
2012-12-29,HIGH,2548
2012-01-31,LOW,2549
2011-11-01,NOT SPECIFIED,2550
2012-10-18,NOT SPECIFIED,2551
2011-07-12,LOW,2552
2011-10-04,CRITICAL,2553
2011-11-02,MEDIUM,2554
2011-09-19,CRITICAL,2555
2011-10-20,CRITICAL,2556
2012-09-30,LOW,2557
2010-06-30,NOT SPECIFIED,2558
2012-09-17,NOT SPECIFIED,2559
2009-05-28,CRITICAL,2560
